chr,TnG_start,TnG_end,strand,peaks
chr1,51520514,51520538,+,[6748]
chr1,51526173,51526193,+,[6752]
chr1,51535540,51535554,+,[6758]
chr1,51536555,51536579,+,[6759]
chr1,51592625,51592648,+,[6787]
chr1,51594012,51594031,+,[6788]
chr1,51628501,51628515,+,[6803]
chr1,51762268,51762282,+,[6829]
chr1,51778608,51778623,+,[6832]
chr1,51781398,51781414,+,[6834]
chr1,51820648,51820662,+,[6845]
chr1,51847838,51847867,+,[6856]
chr1,51894909,51894924,+,[6869]
chr1,52011024,52011044,+,[6911]
chr1,52012823,52012837,+,[6914]
chr1,52016903,52016919,+,[6917]
chr1,52040137,52040151,+,[6932]
chr1,52040613,52040627,+,[6933]
chr1,52047496,52047514,+,[6938]
chr1,52052778,52052797,+,[6940]
chr1,52056338,52056352,+,[6943]
chr1,52058212,52058228,+,[6945]
chr1,52066586,52066600,+,[6948]
chr1,52124811,52124825,+,[6972]
chr1,52148739,52148755,+,[6988]
chr1,52194045,52194068,+,[7007]
chr1,52201917,52201934,+,[7008]
chr1,52217039,52217071,+,[7010]
chr1,52251458,52251477,+,[7024]
chr1,52263152,52263166,+,[7025]
chr1,52272532,52272547,+,[7028]
chr1,52283591,52283606,+,[7031]
chr1,52302840,52302871,+,[7038]
chr1,52328825,52328839,+,[7042]
chr1,52373624,52373639,+,[7052]
chr1,52391996,52392016,+,[7061]
chr1,52392786,52392806,+,[7062]
chr1,52451019,52451033,+,[7082]
chr1,52486417,52486433,+,[7094]
chr1,52487476,52487501,+,[7095]
chr1,52487502,52487517,+,[7095]
chr1,52493178,52493192,+,[7097]
chr1,52495014,52495051,+,[7098]
chr1,52514680,52514700,+,[7109]
chr1,52571642,52571657,+,[7134]
chr1,52581789,52581803,+,[7141]
chr1,52587376,52587390,+,[7143]
chr1,52602255,52602274,+,[7152]
chr1,52648418,52648432,+,[7165]
chr1,52654531,52654554,+,[7172]
chr1,52654600,52654619,+,[7172]
chr1,52655272,52655288,+,[7173]
chr1,52688471,52688485,+,[7184]
chr1,52719036,52719087,+,[7199]
chr1,52724480,52724499,+,[7203]
chr1,52724670,52724708,+,[7203]
chr1,52765302,52765317,+,[7222]
chr1,52793941,52793970,+,[7225]
chr1,52805046,52805066,+,[7235]
chr1,52816622,52816661,+,[7239]
chr1,52879929,52879945,+,[7265]
chr1,53082624,53082639,+,[7298]
chr1,53103417,53103443,+,[7301]
chr1,53103483,53103503,+,[7301]
chr1,53103506,53103521,+,[7301]
chr1,53150040,53150054,+,[7303]
chr1,53159950,53159964,+,[7304]
chr1,53191490,53191509,+,[7307]
chr1,53209692,53209708,+,[7310]
chr1,53230917,53230931,+,[7312]
chr1,53258679,53258693,+,[7313]
chr1,53272744,53272772,+,[7317]
chr1,53272907,53272925,+,[7317]
chr1,53472343,53472358,+,[7341]
chr1,53472378,53472392,+,[7341]
chr1,53622601,53622616,+,[7346]
chr1,53712582,53712598,+,[7354]
chr1,53742653,53742697,+,[7363]
chr1,53754555,53754574,+,[7368]
chr1,53774095,53774115,+,[7384]
chr1,53782242,53782258,+,[7389]
chr1,53815975,53816026,+,[7411]
chr1,53818241,53818257,+,[7414]
chr1,53818475,53818497,+,[7415]
chr1,53824887,53824903,+,[7421]
chr1,53838553,53838572,+,[7428]
chr1,53838575,53838594,+,[7428]
chr1,53841123,53841139,+,[7430]
chr1,53851288,53851322,+,[7441]
chr1,53852437,53852455,+,[7444]
chr1,53875970,53876007,+,[7454]
chr1,53881964,53881978,+,[7457]
chr1,53886964,53886983,+,[7461]
chr1,53927898,53927914,+,[7481]
chr1,53936146,53936165,+,[7487]
chr1,53975457,53975476,+,[7499]
chr1,53975496,53975511,+,[7499]
chr1,53985905,53985920,+,[7504]
chr1,53986912,53986931,+,[7506]
chr1,54038072,54038091,+,[7515]
chr1,54039355,54039369,+,[7516]
chr1,54047166,54047180,+,[7517]
chr1,54126513,54126527,+,[7531]
chr1,54180036,54180052,+,[7535]
chr1,54220478,54220494,+,[7542]
chr1,54221962,54221984,+,[7543]
chr1,54304136,54304151,+,[7556]
chr1,54381380,54381396,+,[7569]
chr1,54381557,54381571,+,[7569]
chr1,54438501,54438515,+,[7576]
chr1,54492519,54492535,+,[7585]
chr1,54504273,54504292,+,[7590]
chr1,54504317,54504333,+,[7590]
chr1,54531739,54531753,+,[7595]
chr1,54568903,54568927,+,[7604]
chr1,54578763,54578778,+,[7608]
chr1,54578897,54578911,+,[7608]
chr1,54592504,54592520,+,[7616]
chr1,54600578,54600598,+,[7618]
chr1,54660837,54660856,+,[7625]
chr1,54706902,54706916,+,[7636]
chr1,54748117,54748134,+,[7646]
chr1,54750075,54750095,+,[7649]
chr1,54762704,54762724,+,[7651]
chr1,54765964,54765984,+,[7654]
chr1,54767151,54767165,+,[7655]
chr1,54795412,54795427,+,[7662]
chr1,54799962,54799976,+,[7665]
chr1,54802315,54802358,+,[7666]
chr1,54824517,54824531,+,[7675]
chr1,54830197,54830213,+,[7681]
chr1,54832662,54832678,+,[7682]
chr1,54833047,54833067,+,[7683]
chr1,54836576,54836590,+,[7686]
chr1,54838746,54838762,+,[7690]
chr1,54853088,54853108,+,[7698]
chr1,54859041,54859056,+,[7707]
chr1,54859059,54859074,+,[7707]
chr1,54865055,54865074,+,[7712]
chr1,54867536,54867551,+,[7716]
chr1,54883069,54883093,+,[7731]
chr1,54887867,54887881,+,[7735]
chr1,54896618,54896637,+,[7738]
chr1,54911109,54911123,+,[7755]
chr1,54914244,54914269,+,[7761]
chr1,54914730,54914745,+,[7762]
chr1,54923498,54923517,+,[7770]
chr1,54946463,54946478,+,[7783]
chr1,54958756,54958772,+,[7788]
chr1,55008569,55008625,+,[7798]
chr1,55029525,55029539,+,[7808]
chr1,55049455,55049469,+,[7816]
chr1,55053346,55053365,+,[7819]
chr1,55058533,55058559,+,[7822]
chr1,55075719,55075733,+,[7826]
chr1,55174071,55174087,+,[7851]
chr1,55209790,55209814,+,[7865]
chr1,55209824,55209865,+,[7865]
chr1,55224329,55224351,+,[7871]
chr1,55324132,55324146,+,[7886]
chr1,55446952,55446971,+,[7909]
chr1,55603876,55603890,+,[7955]
chr1,55662269,55662345,+,[7972]
chr1,55666314,55666338,+,[7975]
chr1,55678145,55678161,+,[7980]
chr1,55719699,55719713,+,[7989]
chr1,55728790,55728849,+,[7990]
chr1,55788979,55788998,+,[8004]
chr1,55806730,55806745,+,[8014]
chr1,55819121,55819137,+,[8022]
chr1,55828412,55828427,+,[8028]
chr1,55867900,55867916,+,[8039]
chr1,55958270,55958294,+,[8054]
chr1,56100335,56100354,+,[8066]
chr1,56100377,56100396,+,[8066]
chr1,56171523,56171538,+,[8070]
chr1,56625504,56625529,+,[8088]
chr1,56625597,56625611,+,[8088]
chr1,56784260,56784278,+,[8102]
chr1,56795782,56795798,+,[8107]
chr1,56834068,56834090,+,[8115]
chr1,56834469,56834483,+,[8116]
chr1,56845749,56845764,+,[8119]
chr1,56846286,56846300,+,[8120]
chr1,56852124,56852140,+,[8121]
chr1,56852149,56852168,+,[8121]
chr1,56913183,56913197,+,[8129]
chr1,56916676,56916692,+,[8130]
chr1,56917613,56917628,+,[8131]
chr1,56963455,56963471,+,[8143]
chr1,57205461,57205480,+,[8171]
chr1,57266992,57267011,+,[8179]
chr1,57269829,57269843,+,[8181]
chr1,57345389,57345403,+,[8189]
chr1,57375524,57375546,+,[8194]
chr1,57477999,57478018,+,[8219]
chr1,57574808,57574837,+,[8230]
chr1,57594789,57594809,+,[8238]
chr1,57781944,57781976,+,[8266]
chr1,57857545,57857559,+,[8285]
chr1,57906070,57906085,+,[8297]
chr1,57954413,57954427,+,[8308]
chr1,57983579,57983598,+,[8318]
chr1,58023894,58023908,+,[8324]
chr1,58056949,58056963,+,[8333]
chr1,58101857,58101871,+,[8344]
chr1,58195558,58195574,+,[8362]
chr1,58238379,58238398,+,[8375]
chr1,58240609,58240628,+,[8376]
chr1,58268568,58268582,+,[8380]
chr1,58268940,58268956,+,[8381]
chr1,58290220,58290239,+,[8389]
chr1,58304168,58304192,+,[8399]
chr1,58311322,58311336,+,[8404]
chr1,58346274,58346289,+,[8414]
chr1,58348875,58348889,+,[8415]
chr1,58377844,58377860,+,[8428]
chr1,58415730,58415746,+,[8446]
chr1,58415750,58415797,+,[8446]
chr1,58417590,58417623,+,[8449]
chr1,58423561,58423586,+,[8453]
chr1,58499005,58499033,+,[8470]
chr1,58575969,58576000,+,[8477]
chr1,58603863,58603878,+,[8484]
chr1,58669894,58669910,+,[8503]
chr1,58693879,58693894,+,[8509]
chr1,58721242,58721256,+,[8528]
chr1,58727106,58727120,+,[8534]
chr1,58735995,58736014,+,[8542]
chr1,58858928,58858942,+,[8583]
chr1,58860845,58860861,+,[8586]
chr1,58901093,58901119,+,[8597]
chr1,58911184,58911206,+,[8601]
chr1,58956591,58956605,+,[8615]
chr1,58965421,58965448,+,[8621]
chr1,58994002,58994024,+,[8633]
chr1,59021524,59021539,+,[8637]
chr1,59137905,59137934,+,[8657]
chr1,59143086,59143102,+,[8658]
chr1,59150725,59150747,+,[8660]
chr1,59168254,59168269,+,[8668]
chr1,59189619,59189679,+,[8678]
chr1,59192959,59192980,+,[8679]
chr1,59204575,59204633,+,[8681]
chr1,59204734,59204758,+,[8681]
chr1,59214384,59214403,+,[8686]
chr1,59214444,59214471,+,[8686]
chr1,59253064,59253084,+,[8699]
chr1,59319868,59319887,+,[8715]
chr1,59320669,59320688,+,[8716]
chr1,59320857,59320875,+,[8716]
chr1,59411087,59411102,+,[8745]
chr1,59411115,59411133,+,[8745]
chr1,59465339,59465355,+,[8765]
chr1,59487656,59487670,+,[8781]
chr1,59563632,59563649,+,[8803]
chr1,59646654,59646676,+,[8837]
chr1,59684824,59684838,+,[8849]
chr1,59690728,59690744,+,[8852]
chr1,59737518,59737534,+,[8858]
chr1,59786580,59786604,+,[8875]
chr1,59818153,59818172,+,[8880]
chr1,59819191,59819216,+,[8881]
chr1,59887503,59887522,+,[8891]
chr1,59899936,59899956,+,[8898]
chr1,59902771,59902791,+,[8899]
chr1,59902917,59902933,+,[8899]
chr1,59902974,59902994,+,[8899]
chr1,59907106,59907120,+,[8901]
chr1,59907772,59907791,+,[8903]
chr1,59913293,59913308,+,[8907]
chr1,59967549,59967584,+,[8928]
chr1,59967593,59967615,+,[8928]
chr1,60016417,60016446,+,[8937]
chr1,60027983,60027998,+,[8939]
chr1,60042763,60042781,+,[8942]
chr1,60094634,60094648,+,[8948]
chr1,60104818,60104837,+,[8954]
chr1,60177364,60177415,+,[8966]
chr1,60180201,60180215,+,[8967]
chr1,60318184,60318203,+,[8978]
chr1,60404959,60404975,+,[8993]
chr1,60405178,60405194,+,[8993]
chr1,60408603,60408618,+,[8994]
chr1,60408940,60408954,+,[8995]
chr1,60473978,60473993,+,[9018]
chr1,60485953,60485972,+,[9021]
chr1,60512808,60512828,+,[9026]
chr1,60535205,60535219,+,[9032]
chr1,60538562,60538586,+,[9033]
chr1,60541203,60541217,+,[9035]
chr1,60541257,60541274,+,[9035]
chr1,60569532,60569548,+,[9045]
chr1,60615803,60615832,+,[9060]
chr1,60637097,60637113,+,[9070]
chr1,60652543,60652558,+,[9077]
chr1,60652596,60652628,+,[9077]
chr1,60655561,60655576,+,[9079]
chr1,60662860,60662900,+,[9086]
chr1,60668392,60668407,+,[9087]
chr1,60713709,60713723,+,[9097]
chr1,60736390,60736409,+,[9106]
chr1,60781767,60781789,+,[9131]
chr1,60781817,60781832,+,[9131]
chr1,60804392,60804407,+,[9145]
chr1,60813470,60813485,+,[9151]
chr1,60828190,60828219,+,[9160]
chr1,60881256,60881270,+,[9188]
chr1,60883475,60883491,+,[9190]
chr1,60889071,60889090,+,[9193]
chr1,60900286,60900306,+,[9201]
chr1,60908978,60908998,+,[9208]
chr1,60990937,60990951,+,[9257]
chr1,61001835,61001863,+,[9261]
chr1,61001989,61002004,+,[9261]
chr1,61022248,61022282,+,[9267]
chr1,61030802,61030816,+,[9273]
chr1,61046123,61046172,+,[9282]
chr1,61055425,61055441,+,[9287]
chr1,61068177,61068196,+,[9290]
chr1,61121716,61121749,+,[9299]
chr1,61154789,61154805,+,[9313]
chr1,61175163,61175177,+,[9320]
chr1,61354840,61354854,+,[9349]
chr1,61402716,61402736,+,[9358]
chr1,61402875,61402906,+,[9358]
chr1,61422022,61422037,+,[9363]
chr1,61423257,61423280,+,[9365]
chr1,61461433,61461449,+,[9370]
chr1,61470795,61470809,+,[9373]
chr1,61485476,61485495,+,[9375]
chr1,61531337,61531351,+,[9380]
chr1,61630174,61630189,+,[9390]
chr1,61635368,61635389,+,[9391]
chr1,61661868,61661884,+,[9411]
chr1,61756986,61757002,+,[9433]
chr1,61778026,61778045,+,[9441]
chr1,61785178,61785193,+,[9443]
chr1,61832664,61832683,+,[9452]
chr1,61956246,61956260,+,[9479]
chr1,61967329,61967348,+,[9481]
chr1,62139222,62139246,+,[9509]
chr1,62229405,62229434,+,[9529]
chr1,62266699,62266723,+,[9536]
chr1,62356737,62356752,+,[9552]
chr1,62394847,62394866,+,[9558]
chr1,62547785,62547800,+,[9599]
chr1,62582187,62582202,+,[9608]
chr1,62638859,62638873,+,[9625]
chr1,62646889,62646904,+,[9628]
chr1,62696124,62696138,+,[9645]
chr1,62713321,62713335,+,[9656]
chr1,62715099,62715115,+,[9657]
chr1,62752724,62752750,+,[9685]
chr1,62799135,62799157,+,[9711]
chr1,62820412,62820440,+,[9722]
chr1,62822899,62822915,+,[9723]
chr1,62823640,62823654,+,[9724]
chr1,62844987,62845006,+,[9734]
chr1,62851949,62851963,+,[9735]
chr1,62859831,62859851,+,[9738]
chr1,62876271,62876286,+,[9745]
chr1,62876947,62876961,+,[9746]
chr1,62885152,62885172,+,[9749]
chr1,62950331,62950349,+,[9767]
chr1,62950471,62950487,+,[9767]
chr1,62969093,62969108,+,[9774]
chr1,63088897,63088921,+,[9799]
chr1,63088925,63088945,+,[9799]
chr1,63090044,63090059,+,[9800]
chr1,63111119,63111141,+,[9805]
chr1,63111147,63111163,+,[9805]
chr1,63111167,63111185,+,[9805]
chr1,63126798,63126846,+,[9821]
chr1,63182897,63182916,+,[9836]
chr1,63188624,63188657,+,[9837]
chr1,63446784,63446799,+,[9864]
chr1,63665360,63665375,+,[9883]
chr1,63879822,63879846,+,[9908]
chr1,63949496,63949515,+,[9916]
chr1,63980672,63980693,+,[9922]
chr1,64008455,64008484,+,[9941]
chr1,64048738,64048754,+,[9957]
chr1,64081075,64081094,+,[9974]
chr1,64081462,64081482,+,[9975]
chr1,64088156,64088178,+,[9980]
chr1,64097030,64097045,+,[9986]
chr1,64101579,64101593,+,[9990]
chr1,64108758,64108773,+,[9997]
chr1,64114566,64114586,+,[10001]
chr1,64190809,64190853,+,[10025]
chr1,64190956,64190970,+,[10025]
chr1,64222699,64222713,+,[10041]
chr1,64284930,64284946,+,[10054]
chr1,64285801,64285817,+,[10055]
chr1,64296972,64296991,+,[10061]
chr1,64297054,64297081,+,[10061]
chr1,64318276,64318291,+,[10072]
chr1,64324254,64324269,+,[10075]
chr1,64360718,64360757,+,[10081]
chr1,64376428,64376447,+,[10087]
chr1,64429561,64429603,+,[10095]
chr1,64441658,64441683,+,[10096]
chr1,64513998,64514030,+,[10122]
chr1,64548253,64548267,+,[10148]
chr1,64548384,64548400,+,[10148]
chr1,64549489,64549516,+,[10149]
chr1,64569924,64569938,+,[10154]
chr1,64601860,64601895,+,[10170]
chr1,64603808,64603822,+,[10172]
chr1,64630484,64630499,+,[10185]
chr1,64630507,64630533,+,[10185]
chr1,64643773,64643811,+,[10188]
chr1,64643896,64643910,+,[10188]
chr1,64643948,64643966,+,[10188]
chr1,64710128,64710144,+,[10215]
chr1,64715566,64715581,+,[10216]
chr1,64755691,64755707,+,[10239]
chr1,64755709,64755728,+,[10239]
chr1,64884200,64884224,+,[10297]
chr1,64918916,64918930,+,[10308]
chr1,64929141,64929171,+,[10317]
chr1,64955604,64955620,+,[10330]
chr1,64955655,64955670,+,[10330]
chr1,65010446,65010475,+,[10344]
chr1,65010658,65010696,+,[10345]
chr1,65042101,65042115,+,[10351]
chr1,65054630,65054646,+,[10354]
chr1,65060703,65060717,+,[10356]
chr1,65107281,65107304,+,[10367]
chr1,65107990,65108005,+,[10368]
chr1,65112092,65112120,+,[10372]
chr1,65113465,65113499,+,[10375]
chr1,65119500,65119528,+,[10379]
chr1,65169980,65170001,+,[10390]
chr1,65170912,65170928,+,[10391]
chr1,65171400,65171419,+,[10392]
chr1,65171577,65171599,+,[10392]
chr1,65177591,65177605,+,[10394]
chr1,65229888,65229942,+,[10413]
chr1,65248026,65248045,+,[10421]
chr1,65282928,65282943,+,[10428]
chr1,65310250,65310268,+,[10430]
chr1,65573881,65573902,+,[10439]
chr1,65718411,65718426,+,[10441]
chr1,66099946,66099961,+,[10447]
chr1,66225744,66225760,+,[10466]
chr1,66645988,66646008,+,[10513]
chr1,66662088,66662107,+,[10520]
chr1,66759273,66759300,+,[10546]
chr1,66774281,66774296,+,[10547]
chr1,66776259,66776280,+,[10548]
chr1,66779121,66779136,+,[10549]
chr1,66798501,66798515,+,[10553]
chr1,66814242,66814261,+,[10557]
chr1,66838492,66838511,+,[10566]
chr1,66838559,66838593,+,[10567]
chr1,66863886,66863901,+,[10581]
chr1,66864467,66864490,+,[10582]
chr1,66865731,66865747,+,[10583]
chr1,66865864,66865888,+,[10583]
chr1,66874849,66874869,+,[10587]
chr1,66881955,66881971,+,[10591]
chr1,66896330,66896344,+,[10597]
chr1,66897109,66897123,+,[10599]
chr1,66932189,66932203,+,[10604]
chr1,66941185,66941218,+,[10607]
chr1,66982686,66982705,+,[10610]
chr1,67017461,67017510,+,[10631]
chr1,67023475,67023490,+,[10633]
chr1,67026832,67026847,+,[10635]
chr1,67031885,67031901,+,[10638]
chr1,67044520,67044538,+,[10645]
chr1,67144041,67144067,+,[10653]
chr1,67516095,67516129,+,[10676]
chr1,67766318,67766332,+,[10685]
chr1,67926990,67927009,+,[10688]
chr1,69108456,69108486,+,[10706]
chr1,69136900,69136916,+,[10707]
chr1,69241844,69241858,+,[10712]
chr1,69286724,69286743,+,[10719]
chr1,69291784,69291802,+,[10721]
chr1,69342277,69342293,+,[10728]
chr1,69363082,69363096,+,[10738]
chr1,69516133,69516148,+,[10771]
chr1,69531593,69531607,+,[10777]
chr1,69537204,69537236,+,[10781]
chr1,69588633,69588662,+,[10801]
chr1,69592333,69592347,+,[10804]
chr1,69601075,69601094,+,[10807]
chr1,69604508,69604527,+,[10809]
chr1,69607204,69607218,+,[10812]
chr1,69607286,69607300,+,[10812]
chr1,69607390,69607408,+,[10812]
chr1,69609077,69609103,+,[10813]
chr1,69611628,69611652,+,[10816]
chr1,69614362,69614377,+,[10817]
chr1,69626362,69626377,+,[10819]
chr1,69651639,69651654,+,[10827]
chr1,69653270,69653284,+,[10828]
chr1,69656333,69656351,+,[10833]
chr1,69671236,69671252,+,[10842]
chr1,69671257,69671276,+,[10842]
chr1,69682495,69682511,+,[10849]
chr1,69683182,69683197,+,[10851]
chr1,69684654,69684694,+,[10852]
chr1,69718844,69718860,+,[10863]
chr1,69729719,69729774,+,[10866]
chr1,69752022,69752041,+,[10869]
chr1,69759822,69759836,+,[10872]
chr1,69782272,69782291,+,[10878]
chr1,69785224,69785252,+,[10879]
chr1,69785451,69785466,+,[10879]
chr1,69826727,69826776,+,[10887]
chr1,69859712,69859727,+,[10894]
chr1,70371839,70371863,+,[10915]
chr1,70780814,70780828,+,[10923]
chr1,70780872,70780916,+,[10923]
chr1,70855921,70855945,+,[10930]
chr1,70861397,70861418,+,[10933]
chr1,70896681,70896695,+,[10937]
chr1,71000237,71000251,+,[10943]
chr1,71022864,71022886,+,[10952]
chr1,71028545,71028568,+,[10954]
chr1,71068568,71068582,+,[10959]
chr1,71072803,71072817,+,[10964]
chr1,71097300,71097320,+,[10970]
chr1,71288428,71288442,+,[10990]
chr1,71304711,71304725,+,[10993]
chr1,71364865,71364879,+,[10998]
chr1,71458047,71458063,+,[10999]
chr1,71585337,71585351,+,[11027]
chr1,71646366,71646393,+,[11074]
chr1,71646394,71646409,+,[11074]
chr1,71651999,71652020,+,[11077]
chr1,71674483,71674498,+,[11083]
chr1,71757985,71758058,+,[11109]
chr1,71801283,71801299,+,[11119]
chr1,71807729,71807744,+,[11121]
chr1,71811242,71811287,+,[11122]
chr1,71893665,71893695,+,[11136]
chr1,71896996,71897025,+,[11140]
chr1,71912672,71912686,+,[11146]
chr1,71924920,71924945,+,[11155]
chr1,71954067,71954083,+,[11169]
chr1,71957017,71957032,+,[11171]
chr1,71957520,71957534,+,[11172]
chr1,71982854,71982869,+,[11185]
chr1,72006553,72006568,+,[11197]
chr1,72012762,72012788,+,[11200]
chr1,72029724,72029740,+,[11208]
chr1,72029925,72029939,+,[11208]
chr1,72056570,72056585,+,[11215]
chr1,72118653,72118671,+,[11232]
chr1,72183090,72183106,+,[11253]
chr1,72183503,72183523,+,[11254]
chr1,72224947,72224976,+,[11279]
chr1,72232702,72232726,+,[11287]
chr1,72237653,72237667,+,[11293]
chr1,72328690,72328704,+,[11325]
chr1,72396905,72396923,+,[11337]
chr1,72400111,72400130,+,[11339]
chr1,72502341,72502377,+,[11361]
chr1,72575239,72575259,+,[11378]
chr1,72812197,72812218,+,[11420]
chr1,72849357,72849376,+,[11431]
chr1,72878107,72878123,+,[11446]
chr1,73094944,73094958,+,[11468]
chr1,73099970,73099986,+,[11469]
chr1,73752568,73752603,+,[11507]
chr1,73936821,73936840,+,[11544]
chr1,73969303,73969317,+,[11564]
chr1,73978988,73979012,+,[11567]
chr1,73997886,73997910,+,[11575]
chr1,74010025,74010049,+,[11588]
chr1,74039166,74039181,+,[11611]
chr1,74066054,74066083,+,[11621]
chr1,74082997,74083011,+,[11632]
chr1,74116319,74116334,+,[11653]
chr1,74121618,74121634,+,[11655]
chr1,74186519,74186570,+,[11693]
chr1,74196050,74196066,+,[11699]
chr1,74205948,74205977,+,[11707]
chr1,74214851,74214885,+,[11709]
chr1,74227887,74227913,+,[11712]
chr1,74239197,74239216,+,[11719]
chr1,74243096,74243119,+,[11723]
chr1,74264432,74264451,+,[11737]
chr1,74295449,74295465,+,[11754]
chr1,74316206,74316220,+,[11773]
chr1,74319258,74319274,+,[11776]
chr1,74390059,74390085,+,[11825]
chr1,74390785,74390799,+,[11826]
chr1,74397257,74397274,+,[11832]
chr1,74426031,74426045,+,[11846]
chr1,74438896,74438910,+,[11852]
chr1,74438918,74438940,+,[11852]
chr1,74441604,74441623,+,[11855]
chr1,74455605,74455635,+,[11857]
chr1,74460375,74460389,+,[11859]
chr1,74486106,74486121,+,[11861]
chr1,74531926,74531945,+,[11872]
chr1,74553998,74554037,+,[11876]
chr1,74644192,74644212,+,[11901]
chr1,74688212,74688227,+,[11915]
chr1,74712998,74713044,+,[11925]
chr1,74823731,74823746,+,[11994]
chr1,74823870,74823884,+,[11994]
chr1,74882733,74882749,+,[12008]
chr1,74895060,74895106,+,[12018]
chr1,74897620,74897636,+,[12020]
chr1,74998907,74998927,+,[12053]
chr1,74999047,74999065,+,[12053]
chr1,75012161,75012180,+,[12056]
chr1,75017155,75017170,+,[12059]
chr1,75125344,75125358,+,[12069]
chr1,75168332,75168347,+,[12085]
chr1,75236342,75236356,+,[12124]
chr1,75367687,75367705,+,[12164]
chr1,75436413,75436427,+,[12195]
chr1,75580697,75580711,+,[12251]
chr1,75631306,75631322,+,[12256]
chr1,75704847,75704882,+,[12261]
chr1,75958939,75958955,+,[12272]
chr1,76010582,76010615,+,[12275]
chr1,76080318,76080332,+,[12283]
chr1,76375200,76375226,+,[12292]
chr1,76378280,76378299,+,[12293]
chr1,76394873,76394893,+,[12296]
chr1,76396906,76396920,+,[12297]
chr1,76403190,76403212,+,[12298]
chr1,77044055,77044074,+,[12324]
chr1,77081729,77081745,+,[12328]
chr1,77188084,77188104,+,[12339]
chr1,77201279,77201309,+,[12342]
chr1,77331120,77331147,+,[12370]
chr1,77535149,77535167,+,[12404]
chr1,77535293,77535312,+,[12404]
chr1,77741054,77741069,+,[12409]
chr1,78188078,78188093,+,[12448]
chr1,78370210,78370226,+,[12478]
chr1,78436252,78436271,+,[12497]
chr1,78437448,78437467,+,[12499]
chr1,78461972,78461991,+,[12507]
chr1,78490192,78490211,+,[12517]
chr1,78510779,78510820,+,[12520]
chr1,78647569,78647585,+,[12553]
chr1,78657462,78657478,+,[12556]
chr1,78666259,78666275,+,[12561]
chr1,78713393,78713407,+,[12590]
chr1,78891479,78891498,+,[12615]
chr1,79559509,79559525,+,[12640]
chr1,79571669,79571683,+,[12644]
chr1,79572191,79572210,+,[12645]
chr1,79613235,79613263,+,[12654]
chr1,79620187,79620207,+,[12658]
chr1,79642830,79642844,+,[12670]
chr1,79671254,79671273,+,[12682]
chr1,79754164,79754180,+,[12710]
chr1,79761883,79761915,+,[12715]
chr1,79768378,79768397,+,[12723]
chr1,79774199,79774213,+,[12725]
chr1,79803728,79803750,+,[12736]
chr1,79848604,79848618,+,[12747]
chr1,79848774,79848793,+,[12748]
chr1,79858057,79858073,+,[12751]
chr1,79861437,79861456,+,[12756]
