Gene,Gene_chr,Gene_start,Gene_end,Gene_dir,HH_dist,TnG_dist,Joris_aTreg_IAA_over_Joris_aTreg_WT_Log2FC,Joris_aTreg_IAA_over_Joris_aTreg_WT_padj
Adgrd1,chr5,129096749,129204599,+,0,0,0.070472703,1.0
Cstad,chr2,30595039,30608943,+,-47381,-65,0.234542863,0.886567637
AC154013.1,chr6,48564364,48566137,+,-17716,-9223,-0.19397289,0.897512576
Gm16299,chr19,53819353,53825128,-,97276,-11728,0.613342677,0.271599984
Gm12418,chr4,84915895,84916837,+,513794,513743,-1.01737953,1.0
Mir7227,chr4,133717049,133717108,-,-9671,2875,-0.088993295,1.0
Gm43335,chr5,113860160,113863436,+,-17818,-17805,0.239076659,0.854036671
Zfp111,chr7,24193946,24211443,-,895842,88017,-0.545836038,1.0
Gm10988,chr7,30151840,30152928,+,79859,16363,-0.743904455,1.0
Gm5922,chr9,120133462,120136329,-,640795,-6227,-0.532601464,1.0
Gm17849,chr10,111179951,111180804,+,-171693,-14177,-0.136491453,0.873089076
Gm22753,chr11,23479560,23479667,-,-73758,-73772,0.018104109,1.0
Ppp4r4,chr12,103532282,103613831,+,-39214,-88109,-1.247676357,1.0
Gm50019,chr17,29997955,30004691,-,-18258,1365,0.687310767,1.0
Btnl5-ps,chr17,34488069,34497429,-,92190,106197,0.002794485,0.998820542
Ifi44,chr3,151730921,151749960,-,1191972,39894,0.067855698,0.981936024
D230022J07Rik,chr2,73386969,73420498,+,-1489,0,-0.188689296,1.0
Gm37390,chr1,180372668,180373540,+,-67838,-1463,-0.096514859,0.877960528
Ctrl,chr8,105932002,105933862,-,73634,-31892,0.120910735,0.941124331
Ift43,chr12,86082540,86162459,+,-108708,-35948,-1.13534407,1.0
A830005F24Rik,chr13,48513569,48514859,+,414435,1321,0.620282909,0.624236283
Spaca1,chr4,34024873,34050191,-,-649217,-35787,-0.19249555,1.0
Septin10,chr10,59141626,59221847,-,-385570,87417,-0.260757408,0.851779832
Sh3bp4,chr1,89070414,89155068,+,-482769,0,-0.620407261,0.501477547
Phlpp1,chr1,106171751,106394250,+,363559,0,0.238612673,0.553539434
Gm38033,chr1,36527533,36528237,-,180702,-15987,-1.032031539,1.0
Gm29156,chr1,43745783,43746282,-,-342284,80612,0.971094576,1.0
Gm19552,chr1,82352216,82355049,+,409618,-69103,-0.058882251,0.97524248
Ankmy1,chr1,92859802,92902906,-,441281,0,0.67947954,1.0
Gm28610,chr1,151875418,151887063,+,-259960,121261,0.322113853,1.0
Gm37982,chr1,167242456,167251492,+,-832425,0,-0.048329358,0.981652187
Gm16585,chr1,177786855,177787465,+,-448598,8284,-0.165193169,0.936837283
Gm37811,chr2,13009885,13012486,+,546073,75616,0.278596801,1.0
Gm37356,chr2,13012623,13014236,+,544323,73866,1.372586048,1.0
Gm13270,chr2,13271600,13325827,+,232732,-37926,0.943923988,1.0
Rab13,chr3,90213694,90226385,+,-512831,-161486,0.296374222,1.0
Gm22581,chr3,96724264,96724400,-,-167218,-94532,0.261291842,1.0
Gm42822,chr3,136701210,136702739,+,-657038,-30091,0.058114415,0.964975949
Gm12380,chr4,38263917,38264461,+,365413,365366,0.189601875,1.0
n-R5s183,chr4,41303157,41303272,+,38170,38160,-0.276532501,1.0
4933424M12Rik,chr4,107783719,107789921,+,281713,133877,-1.271102768,1.0
Dnali1,chr4,125055337,125065703,-,1128755,57737,-0.9534257,1.0
Ube4bos2,chr4,149338086,149338531,+,-54774,-15769,0.085371356,1.0
E130116L18Rik,chr5,25222847,25223153,-,255839,96,-0.252423635,0.860864392
Gm6044,chr5,64320255,64320754,+,-159056,50313,0.088843991,0.957049791
Gm42596,chr5,110447988,110449946,+,389133,62938,-0.171994383,0.84186569
Gm43474,chr5,127616991,127617765,+,0,286447,-0.359403088,1.0
Gm43332,chr5,149183182,149184226,+,-681840,-131626,-0.151268601,1.0
Medag,chr5,149411748,149431723,+,754752,0,1.738057597,1.0
Gm42856,chr6,24657517,24660369,-,-127224,-127043,0.230059908,0.758360103
Wdr54,chr6,83149360,83156397,-,-152281,3089,-2.951618244,1.0
Gm43920,chr6,83962276,83965048,+,-273349,-93822,0.472671123,0.635519599
Gm43982,chr6,134073353,134075182,+,823457,-24970,0.050861572,0.946942456
Tnni3,chr7,4518304,4524229,-,160925,-53774,-0.698641738,1.0
Mir1191,chr7,27205535,27205655,+,-38436,-38252,-0.990104228,1.0
Fxyd3,chr7,31068171,31076704,-,-127658,21214,-0.634909781,1.0
Kctd15,chr7,34639013,34656732,-,575805,-231076,0.710288348,1.0
Mir7051,chr7,43457496,43457569,+,8086,23954,0.05373089,1.0
Iglon5,chr7,43472903,43490075,-,-7232,0,-0.331606486,1.0
Gm45186,chr7,97654275,97654753,-,94124,93757,0.500176455,0.763570562
Gm44732,chr7,143459748,143460640,+,-39353,-39312,-0.147548839,1.0
Gm15309,chr8,21454423,21454663,+,669480,533480,0.117469675,1.0
Gm15312,chr8,21592340,21592611,+,531532,395532,0.117469675,1.0
Mir23a,chr8,84208517,84208592,+,-134737,-11018,-0.560557994,1.0
Gm45774,chr8,94170747,94173412,-,239910,181271,-0.131464978,1.0
Mt2,chr8,94172663,94173568,+,239754,181115,-0.459602936,1.0
Matr3-ps2,chr8,104844377,104846373,-,358343,274971,0.760891549,1.0
1700016A09Rik,chr8,120536891,120537726,-,-102711,6873,0.257675463,0.880535805
Icam4,chr9,21029372,21030595,+,1041222,60955,0.494829674,1.0
Exph5,chr9,53301669,53377514,+,0,0,0.202855913,1.0
Gm48855,chr9,64228338,64230795,+,-354667,-49157,-0.076342548,0.935378147
Gm34655,chr9,121277774,121286000,+,-59638,-59636,-0.685885493,1.0
Gm20149,chr10,21034303,21048899,-,486957,-79990,-0.24217566,1.0
Gm47644,chr10,53337752,53345085,-,250912,3313,0.109127977,0.942821891
Tmem26,chr10,68723645,68782650,+,-482391,-182124,-0.078862507,1.0
Gstt1,chr10,75783812,75798584,-,-43450,-18226,-0.261363683,1.0
Amh,chr10,80805242,80807648,+,-66292,-50348,-1.277980808,1.0
Gm47009,chr10,120168648,120170345,+,1363546,21191,1.442444191,1.0
Mir6915,chr10,128388831,128388900,+,66433,36021,-0.278965988,1.0
Snora5c,chr11,6620318,6620454,-,59527,-52360,-0.474069302,1.0
Alox15,chr11,70344151,70352031,-,154322,-34741,0.329977751,1.0
4930544D05Rik,chr11,70615847,70616890,+,-109478,12902,-1.38186282,1.0
Gm48071,chr12,8335459,8336717,-,1148672,14691,-0.683887548,1.0
Ccdc175,chr12,72101299,72185029,-,344703,-15064,0.483107814,1.0
Flvcr2,chr12,85746538,85813585,+,5155,32379,0.384861415,0.659658783
Gm40576,chr12,110225514,110236362,-,116730,116812,0.189601391,1.0
A230087F16Rik,chr12,111284761,111293988,+,-120238,-124835,-0.004723855,1.0
BC001981,chr13,100106794,100108339,-,-753682,-2581,-1.032890433,1.0
Hmgb1-ps9,chr13,101038601,101039246,-,-127209,-92141,0.541281412,0.556246146
Gm36161,chr13,120010389,120018931,+,-547477,-173565,-1.571007197,1.0
Gm5456,chr14,7241441,7242285,+,-427971,-311188,-0.478742632,1.0
Synpo2l,chr14,20658945,20668354,-,358429,5762,-0.096149994,1.0
Mir6958,chr15,89185464,89185537,-,-109442,24730,-1.609405578,1.0
Gm42477,chr16,5008369,5013418,+,2099384,-94472,0.386336442,1.0
Gm7638,chr16,11185132,11186099,-,-7463,-7455,2.013929706,1.0
Gm49745,chr16,20566357,20568508,+,361922,-140518,0.430635698,1.0
Lca5l,chr16,96158406,96192271,-,0,0,-1.356897388,1.0
Prss33,chr17,23833346,23836056,-,1348247,157461,-0.392364498,1.0
Gm50108,chr17,31563169,31563732,+,-314153,-42694,0.189599978,1.0
Btnl6,chr17,34507803,34517352,-,72267,86274,0.124596161,1.0
Gm20478,chr17,36167981,36171805,+,-226352,55334,-1.251263573,1.0
Gm49870,chr17,65885632,65887027,+,42363,-15337,-0.880927711,1.0
4930426D05Rik,chr18,21651447,21656105,+,-692502,-505453,0.817665098,1.0
Gm23639,chr18,33795163,33795295,+,-804268,30813,1.117478812,1.0
Mir7219,chr18,68260919,68260973,-,-33243,36358,0.480954806,1.0
Gm9895,chr19,29067346,29069503,+,140908,-3181,0.117287992,1.0
Gm37564,chrX,42147987,42150181,-,361295,1890,-0.629194521,1.0
Gm16189,chrX,71439713,71469851,+,2497502,-60915,0.739936097,1.0
Gm9670,chrX,103506811,103507589,+,85157,85047,0.707717939,1.0
Gm15204,chrX,162351595,162353876,+,-2643376,548745,0.58283051,1.0
Pard3b,chr1,61638823,62642284,+,-203862,0,-0.331131945,0.860300968
Prox1,chr1,190118034,190170714,-,1239067,0,-0.753761999,0.50925153
Ptgs1,chr2,36230425,36252272,+,-997051,-16083,-1.134563213,1.0
Gm8798,chr8,104886861,104902787,+,301929,218557,0.075315225,0.969402751
Armc2,chr10,41914989,42018442,-,-14955,0,-0.363839598,0.766355608
Cldn34c1,chrX,123103494,123188795,+,-4701493,-1138274,-0.041445423,1.0
Gm24060,chr11,118180940,118181035,-,-309299,-28284,0.192848528,0.783811804
2210408I21Rik,chr13,77135539,77613784,+,-536603,94788,-0.405426175,0.818122476
Atp6v0d2,chr4,19876840,19922605,-,9830,0,-1.01067014,0.330273946
Igkv17-127,chr6,67861152,67861659,+,720135,301190,-0.38229655,1.0
Ctsf,chr19,4855129,4860918,+,-709983,-12250,-0.626509597,1.0
Fscn2,chr11,120361533,120368168,+,-857624,124630,-0.693293868,0.414783447
Gm48375,chr13,8833098,8834372,-,605719,-1087,0.489324808,0.346295885
Myo1d,chr11,80482125,80780025,-,0,0,0.078677155,0.959325342
Csrp2,chr10,110919788,110939622,+,68620,0,-0.727012773,0.322870502
Areg,chr5,91139598,91148432,+,548690,-314406,-0.928953702,0.183397273
Pvrig,chr5,138341960,138343557,+,260094,-77786,-0.309141191,0.655763468
Fcmr,chr1,130865668,130880791,+,273711,0,0.693519001,1.0
Gm47214,chr9,14949462,14977583,+,-704993,40485,-0.056955608,0.972891922
Sec16b,chr1,157506727,157568425,+,422203,0,-0.973256959,1.0
Dipk1b,chr2,26628456,26636497,+,-219768,3705,-0.01788258,0.991618461
Arl6,chr16,59612948,59639391,-,385143,122,0.296984296,1.0
Ccl4,chr11,83662583,83664683,+,-709950,137425,-0.568892768,0.615501801
Frmd5,chr2,121545528,121807087,-,221081,58829,-0.480063965,0.688199734
Gjb2,chr14,57098599,57104702,-,-139485,-139267,-0.322057516,0.81116316
Ildr1,chr16,36693977,36726804,+,-622948,-9284,0.437096878,0.432216433
Hgfac,chr5,35041508,35048461,+,-1648805,57152,-0.73519893,0.658404143
Gm45510,chr7,16413907,16416621,-,-7778,-13163,-0.243843002,0.782515362
6330403K07Rik,chr11,71031940,71033513,-,-525571,169723,-0.032957252,0.981936024
AI838599,chr4,3242054,3258092,+,724504,709513,0.168339389,0.931255795
Mcmdc2,chr1,9908637,9942085,+,34225,95607,1.130085917,1.0
Gm2367,chr1,192888570,192889042,+,304927,-125333,1.01146945,1.0
Gm27942,chr2,84703261,84703362,+,90379,12167,1.182658616,1.0
Cpb1,chr3,20248263,20275733,-,-25418,-25383,1.461674662,1.0
Kcnab1,chr3,64949195,65378223,+,583842,0,0.188962227,0.852704268
Gm43651,chr3,116532148,116532587,+,180402,-95651,1.376434475,1.0
Gm24457,chr3,142772971,142773076,-,-153090,-7500,-0.415121722,1.0
Gm10571,chr4,129855070,129856710,+,-26863,20554,-0.236044992,0.901428168
Tcea3,chr4,136247728,136274898,+,-157882,0,-0.863774518,1.0
2210010C04Rik,chr6,41030267,41035509,-,115648,89400,2.102403675,1.0
Slc6a13,chr6,121300226,121337733,+,-169355,-27306,-0.42415819,1.0
Gm44190,chr6,128348753,128350154,-,-713698,410109,-0.740047099,1.0
Ppfia3,chr7,45339121,45367019,-,348436,0,0.487881346,1.0
Gm44861,chr7,90042696,90043916,+,429933,-19346,0.318038058,1.0
Gm16938,chr7,98177193,98179401,+,-428300,-299279,-0.678151589,1.0
Gm14388,chr7,122442022,122442499,+,-27419,-27819,-0.339100236,0.834175714
Mir7650,chr9,15312610,15312669,+,705615,-32385,-0.844879677,1.0
Gm18225,chr9,22295945,22296687,-,-224112,-70849,0.12455833,1.0
Gm37192,chr9,32971036,32972384,+,-42469,-8032,2.030462884,1.0
Gm16135,chr10,62998778,62999689,+,-214250,-52057,0.965761716,0.302460499
Gm25390,chr10,91005740,91005843,+,-390820,154993,0.874226083,1.0
Etaa1os,chr11,17953969,17959578,+,2356384,-557,0.48344132,1.0
Greb1,chr12,16670614,16800886,-,-86765,4713,0.177371931,1.0
Ifi27l2b,chr12,103450897,103457223,-,35829,-6724,0.475964098,1.0
Gm18517,chr13,81085390,81087564,-,-1781382,88398,-0.561887933,1.0
Gm6997,chr14,78965948,78966568,-,360333,-51390,1.456928505,1.0
Siah1-ps2,chr15,38575804,38576649,-,644373,25842,1.040831712,1.0
Shank3,chr15,89499622,89560261,+,-423600,-156144,-0.03759216,1.0
Scn8a,chr15,100869857,101045938,+,0,0,1.369807972,0.130720346
Gm15538,chr16,3926427,3926740,+,3186062,-17909,-0.154145015,0.907205034
Rpl26-ps4,chr16,17711667,17712105,+,676136,-16644,-0.540456644,1.0
Tctex1d2,chr16,32419701,32429099,+,-351575,-87441,0.437179316,1.0
Fads3,chr19,10041568,10060110,+,-102501,-125186,-1.607811384,1.0
Rab33a,chrX,48519284,48530232,+,-234813,-37885,-0.311367438,1.0
Gm11870,chr4,16011004,16012326,-,-24278,-23968,0.788876159,0.421588603
Lrp11,chr10,7589799,7625483,+,0,0,-0.50233454,1.0
Klhl10,chr11,100441916,100457022,+,-1203199,15923,0.024271606,1.0
Cyb561,chr11,105933701,105953336,-,-483537,48523,-0.316205304,0.822779997
Gm32679,chr16,29829455,29834728,-,289796,0,0.173368179,0.93929816
Mir1903,chr8,128359240,128359320,+,114509,-91200,0.204317782,0.848399054
Myh3,chr11,67078299,67102291,+,-26460,10571,-0.920253683,0.606900733
Gm27326,chr11,97780181,97780276,-,41755,12925,0.343565828,1.0
Gm5541,chr3,93628639,93629752,-,-1723517,-30952,-0.89764105,0.616406245
Izumo1,chr7,45621810,45628823,+,86632,15282,-0.328639443,1.0
Gm13684,chr2,83737781,83759865,-,265647,5931,-0.072931512,0.944290541
Cd83,chr13,43784774,43803132,+,314878,-10485,-0.486736995,0.304560826
Zfp296,chr7,19577286,19580656,+,279207,-68828,-0.306529558,1.0
Gzmm,chr10,79689019,79695261,+,166527,8681,0.240529957,0.888784725
Runx2os1,chr17,44735844,44737612,+,835917,-315,0.379321077,0.389219152
Gm42791,chr5,148893774,148995147,-,-392432,-5727,0.008958943,0.996553618
Rims1,chr1,22286250,22805994,-,0,0,-0.055679485,1.0
Gm10561,chr1,55226250,55235622,+,-354763,1343,-1.657590944,1.0
C79798,chr2,34287770,34304440,+,864562,-213523,0.304483479,1.0
Gm14021,chr2,121700764,121701725,-,326443,164191,-1.713772253,1.0
Bloc1s6os,chr2,122733289,122738362,-,-80977,15417,-0.098936942,1.0
Gm16399,chr3,14802355,14802574,-,4050,3980,0.636656725,1.0
4930579F01Rik,chr3,138164077,138239663,-,235148,-182351,-0.181368717,1.0
1700094M23Rik,chr3,153162727,153182815,-,-210263,-204377,0.665637109,1.0
Gm12403,chr4,41168645,41169604,+,87352,-43889,-0.481946213,0.527967237
Gm572,chr4,148643316,148671572,+,-592834,12200,-1.508202581,1.0
Gm43068,chr5,120746035,120747308,+,815213,0,0.125292092,1.0
Igkv5-40-1,chr6,69868626,69869193,-,929224,-18361,-0.69629006,1.0
Mkrn2os,chr6,115583543,115592576,-,-44709,8990,-0.420182552,1.0
Sox5,chr6,143828424,144781977,-,0,0,0.772530922,1.0
Gm29725,chr7,16647382,16647789,-,34806,-28743,0.275974192,1.0
Gm44704,chr7,89215107,89217097,-,1256752,19159,0.063816171,1.0
Gm5741,chr8,85067567,85067982,-,-341500,15452,1.761672177,1.0
Gm45428,chr8,91305966,91307755,-,-223317,5084,0.06659057,1.0
Gm29724,chr9,30954086,31031205,-,-26971,0,0.092392901,1.0
Nme9,chr9,99451474,99474751,+,-488945,100861,-0.226215156,1.0
Gm15910,chr10,120857628,120863326,+,670565,32667,-0.507588867,1.0
Gm11512,chr11,90538483,90539146,-,98826,9650,0.189599364,1.0
Adam21,chr12,81558583,81568474,-,621372,26864,0.642276437,1.0
Serpinb9b,chr13,33027415,33041884,+,-815440,-128078,1.627368768,1.0
Gm47155,chr13,93410782,93412957,+,211382,211145,0.297027546,1.0
Gm5630,chr14,19350747,19351647,-,298306,472406,0.812016631,1.0
Ldb3,chr14,34526602,34588682,-,-403465,71562,-0.648153248,1.0
Gzmd,chr14,56129555,56132608,-,542420,151334,0.766674486,1.0
Gm22738,chr14,57831062,57831209,-,71042,-33028,0.515838633,1.0
Gm28502,chr15,75076209,75079094,-,830312,37395,0.478138181,1.0
Gm5417,chr15,83405625,83406063,-,196561,49815,0.872551267,1.0
5730414N17Rik,chr15,98872643,98874082,+,519829,7239,1.247037722,1.0
Efcab1,chr16,14906605,14981371,+,-526639,613280,-0.156068635,1.0
Slc7a4,chr16,17572017,17583214,-,805027,31682,-0.791228848,1.0
Gm27415,chr16,31261504,31261599,+,-239034,-221504,-0.599261939,1.0
1700102H20Rik,chr17,3557823,3559862,+,119286,-528,0.288027226,1.0
C230013L11Rik,chr17,28174656,28177682,-,-93884,-30630,0.08818553,1.0
Gm49799,chr17,28446860,28447148,+,-366088,106065,0.621725135,0.456862831
Ptk7,chr17,46564470,46629504,-,-403569,142791,-0.48638765,1.0
Gm6445,chr19,9607103,9608376,+,330675,307809,-0.769193331,1.0
Gm8974,chr19,46205379,46205858,-,-54470,-53059,0.306211646,0.834931258
Galnt3,chr2,66082765,66124994,-,-1081516,-289967,0.595558247,0.511318394
Tdpoz8,chr3,93068822,93075505,+,-1163700,431219,-0.739005654,1.0
Bcl2l15,chr3,103832600,103854618,+,-51561,2819,-0.193569746,0.924761389
Fam71f2,chr6,29279592,29290680,+,-550020,-47375,0.50997388,1.0
Uggt2,chr14,118985038,119099430,-,0,0,0.317480236,0.792917243
4933412A08Rik,chr19,60226333,60227678,+,-300403,0,0.42335696,1.0
Gm42686,chr5,8731660,8735768,-,-1608749,-8635,-0.300190856,0.509513011
Gm22748,chr12,17546145,17546281,+,111844,10514,0.775499861,0.402670102
Ttc8,chr12,98920573,98983238,+,-341816,113829,-1.998786634,1.0
Ptrh1,chr2,32775785,32777597,+,-624115,9658,-0.440555724,0.665725317
Gm47603,chr13,63253023,63255564,-,-111942,-3109,0.127338401,0.76085025
Gm31897,chr7,127287728,127290619,+,-43624,5194,0.698644205,0.331987347
Ighv5-17,chr12,113859148,113859670,-,-671462,86120,-1.391801324,1.0
Snord98,chr10,62765575,62765640,-,18872,18760,1.284021938,1.0
Skida1,chr2,18040675,18049051,-,16133,7102,0.328468209,0.818122476
6030400A10Rik,chr5,43265156,43266368,+,-802981,-32440,0.024456278,0.988564123
Cib3,chr8,72204334,72212996,-,78309,26767,0.527533721,1.0
Gm12263,chr11,59474283,59475765,-,609220,152805,0.63970206,1.0
Ect2l,chr10,18128902,18210890,-,-202269,0,0.67427081,0.433576201
Mtfp1,chr11,4091479,4095445,-,151352,108047,-1.850833379,1.0
Gm13572,chr2,60037140,60038837,+,217788,0,-0.102420504,1.0
Myo18b,chr5,112688875,112896362,-,-401436,139114,0.435275723,1.0
Snca,chr6,60731574,60829855,-,347920,-123905,0.239711118,1.0
Igkv4-74,chr6,69184825,69185397,-,-603015,64659,0.117469675,1.0
Gm44036,chr6,86733488,86737065,+,765868,-48637,-0.141838228,1.0
Gm45628,chr7,46915989,46916263,+,195568,3978,-0.512666581,1.0
Atp5l-ps1,chr7,62476305,62476617,+,438935,-143230,0.476872963,1.0
Gm44722,chr7,64202088,64202524,-,-159173,-140659,0.655057911,1.0
Dnajc19-ps,chr7,103882653,103883004,-,408081,404816,-0.498378806,1.0
Gm7381,chr8,3842095,3842395,-,-671583,-39006,-0.006108845,1.0
Gm3830,chr8,105164586,105170367,+,34349,481,0.751016967,1.0
Gm22721,chr10,80382301,80382384,+,294132,51782,0.661273223,1.0
Gm16105,chr10,81461158,81462972,+,39615,-10972,-0.977756382,1.0
Gm10271,chr10,116956823,116972609,-,-7639,-42559,-0.282157422,1.0
Gjd3,chr11,98982179,98983016,-,141250,27205,-0.632096179,1.0
Gm47370,chr12,98642224,98644053,+,-63467,103388,-0.948433523,1.0
Mir1190,chr12,101021672,101021768,-,959709,-33129,0.12582472,0.909671592
Gm48452,chr13,100467931,100468187,+,398494,262914,0.783085217,1.0
Gm49244,chr14,70674449,70674891,+,-608785,-14820,-0.542500257,1.0
Acod1,chr14,103046976,103056573,+,37166,13284,-1.319113171,1.0
Gm29126,chr15,74953329,74953480,-,955926,-18928,0.728427085,1.0
Mir6974,chr17,35204474,35204557,-,149652,443,-0.86800532,1.0
Gm5500,chr18,8415128,8416047,+,-504081,434156,-2.305495428,1.0
Pnlip,chr19,58652497,58681788,+,633489,633335,1.199694909,1.0
Zcchc12,chrX,36195903,36199158,+,4417378,275205,-1.547509966,1.0
Gm14567,chrX,38969816,38969990,+,1646546,29534,0.796538291,1.0
Frmd7,chrX,50895179,50942710,-,70335,-20378,0.740705129,1.0
Unc13b,chr4,43058952,43264871,+,-20790,-20818,-0.042972794,1.0
4930590J08Rik,chr6,91902808,91950725,+,1254740,-135553,0.346869038,1.0
Morn1,chr4,155086576,155145505,+,16845,0,-0.344264408,0.741523878
Gm45778,chr8,83749503,83749656,+,-321774,-6865,-2.228309695,1.0
Arap3,chr18,37972627,37998969,-,-157357,-46401,0.437437515,0.243304833
Src,chr2,157418443,157471862,+,-299095,0,-0.395534294,0.350359951
Gm18407,chr1,165643898,165644688,-,-391,-466,-0.450102745,1.0
Gm26254,chr4,31998623,31998741,-,134292,-34856,0.970850259,1.0
Csgalnact1,chr8,68356780,68735146,-,-667558,-19899,-0.102065496,1.0
Ebi3,chr17,55952639,55957022,+,-81102,1878,-0.717005734,0.021851578
Gm13522,chr2,52367062,52390307,+,-142740,0,-0.069230374,0.961622206
Jag1,chr2,137081455,137116644,-,301606,-189440,-0.309944771,0.832490978
Epb41l4a,chr18,33796326,34006966,-,656244,0,0.942804384,0.248275028
1700020L24Rik,chr11,83437676,83441233,+,-485043,-165068,0.025156628,1.0
Gm8326,chr1,46414501,46416932,+,-3011002,477833,0.708003883,1.0
Gm28100,chr1,85972364,85986917,-,166490,13647,-0.301137443,1.0
Mir3535,chr1,86351980,86352127,-,-198557,-7428,0.393759699,1.0
Scarna6,chr1,87784555,87784820,+,-151684,-28783,-0.26806189,0.572424763
Gm17415,chr1,93421699,93422488,+,-77496,-77453,-0.292384097,0.881993616
Gm37772,chr1,127242090,127243484,+,120413,0,0.460703008,0.681745106
Gm25549,chr1,131073657,131073751,-,80751,2313,0.043807636,0.986509327
Shisa4,chr1,135371056,135375237,-,294976,-86480,0.846499,1.0
Gm15850,chr1,136126177,136131183,-,-318464,4103,-1.424412548,1.0
Rasal2,chr1,157135181,157412595,-,-57931,0,-0.534585448,1.0
Gm2962,chr1,170925308,170925644,-,454402,-39663,0.239001187,1.0
Gm26203,chr1,191772720,191772834,-,215925,-172992,0.880635608,1.0
Brd3os,chr2,27442323,27444221,+,-37892,95528,-0.509611121,1.0
Gm13528,chr2,33177901,33181881,+,-1026231,-187628,-0.119392331,1.0
Slc4a11,chr2,130684112,130697519,-,-2261354,-234058,-1.29669953,1.0
Gm14211,chr2,135686173,135693154,-,180975,-85333,-0.802486311,0.418234925
Gm11008,chr2,176097449,176100706,+,-2029509,-1238947,0.427709655,1.0
Gm1980,chr2,176298826,176302568,+,-2230886,-1440324,0.893748103,1.0
Sirpb1a,chr3,15371652,15426520,-,-565012,-244666,1.133134252,1.0
S100a8,chr3,90668977,90670035,+,930948,-81348,2.061318606,1.0
Mir302b,chr3,127545227,127545301,+,726570,15878,-0.283776898,1.0
Gm35585,chr3,127861598,127865261,+,406610,-23647,0.176793774,1.0
Clca3a1,chr3,144729676,144760977,-,-679356,-10532,0.28844754,1.0
Gm12846,chr4,98664365,98666137,+,-227572,-219512,0.033623727,1.0
Gm12796,chr4,101292413,101321745,-,70111,0,0.629340306,1.0
Pcsk9,chr4,106442328,106464329,-,323538,329815,-0.24423962,1.0
Gm12988,chr4,135756217,135756695,-,98860,117263,0.346992759,1.0
Zfp979,chr4,147611936,147642513,-,407953,226130,2.328105713,1.0
Gm13201,chr4,148071391,148075420,-,-20909,-20702,-0.107742279,1.0
AC117663.2,chr5,23831079,23831623,-,142412,12638,0.581269628,1.0
Gm24524,chr5,86079765,86079935,+,-41785,6906,0.346074931,1.0
2310047D07Rik,chr5,149231331,149237984,+,-729989,130574,-0.371288228,1.0
